Date,PX_BID,PX_VOLUME,PX_ASK
06.05.2024,22558,239700,22563.25
03.05.2024,22551.5,438242,22558.75
02.05.2024,22779.95,192043,22780.45
30.04.2024,22701.05,220124,22707.8
29.04.2024,22745.15,230568,22750
26.04.2024,22575,249718,22576.45
25.04.2024,22574.05,189252,22574.85
24.04.2024,22420.45,111041,22423.8
23.04.2024,22353,97461,22354.95
22.04.2024,22393.3,117528,22398.9
19.04.2024,22123,248988,22126.7
18.04.2024,22080.9,270313,22080.95
16.04.2024,22211,157026,22211.65
15.04.2024,22357.4,179625,22364.9
12.04.2024,22602.5,170291,22606.1
10.04.2024,22803,79696,22804.25
09.04.2024,22733.2,114493,22735
08.04.2024,22750,109833,22752
05.04.2024,22609,86817,22611.85
04.04.2024,22635,218360,22638
03.04.2024,22546.9,125588,22549.95
02.04.2024,22575.15,83787,22577.9
01.04.2024,22610,127526,22612
28.03.2024,22327.05,163349,22328.5
27.03.2024,22193,118439,22194
26.03.2024,22096,131913,22096.6
22.03.2024,22155,169540,22155.9
21.03.2024,22118.9,133047,22120
20.03.2024,21917,137718,21919
19.03.2024,21881.3,152613,21883
18.03.2024,22132,118534,22134
15.03.2024,22118.85,179780,22120.25
14.03.2024,22257.3,178685,22258.65
13.03.2024,22070.05,229024,22076.45
12.03.2024,22437,122450,22440
11.03.2024,22408,124034,22408.8
07.03.2024,22535.4,106179,22539.8
06.03.2024,22602,187651,22602.9
05.03.2024,22436.95,124564,22438.45
04.03.2024,22500.8,75588,22500.95
02.03.2024,22505,27698,22507
01.03.2024,22451.25,180557,22452.2
29.02.2024,21983.4,143145,21985.7
28.02.2024,21895.3,147189,21896
27.02.2024,22194,123409,22194.5
26.02.2024,22139.05,119614,22145
23.02.2024,22217,120520,22222
22.02.2024,22261.2,206565,22267.95
21.02.2024,22035,133217,22040.2
20.02.2024,22228.2,117158,22232.5
19.02.2024,22160.55,108926,22169
16.02.2024,22086.05,108026,22089.5
15.02.2024,22013.15,164763,22016
14.02.2024,21923,185897,21925
13.02.2024,21814.95,138222,21816.75
12.02.2024,21696,134426,21700
09.02.2024,21839,151304,21849
08.02.2024,21826.8,218972,21829.5
07.02.2024,22018.95,132898,22020
06.02.2024,22000.7,129365,22001.85
05.02.2024,21785.15,158291,21789
02.02.2024,21952,236827,21959
01.02.2024,21741,180971,21742.1
31.01.2024,21785,146625,21786.45
30.01.2024,21623.5,163520,21625.05
29.01.2024,21875.1,181214,21881
25.01.2024,21351.85,145154,21354
24.01.2024,21487,213430,21488.9
23.01.2024,21202.5,252641,21204
20.01.2024,21620,72894,21620.8
19.01.2024,21675,125832,21677.95
18.01.2024,21548.1,227826,21549.95
17.01.2024,21585,229664,21587.5
16.01.2024,22025.75,103215,22027
15.01.2024,22140.35,103458,22140.5
12.01.2024,21973,150912,21974
11.01.2024,21689.8,113071,21690.95
10.01.2024,21720,139789,21721
09.01.2024,21628.8,158139,21629.85
08.01.2024,21568,145034,21571.95
05.01.2024,21785,135030,21785.7
04.01.2024,21806.2,121774,21810
03.01.2024,21597.2,135616,21598
02.01.2024,21752.9,167847,21754
01.01.2024,21830,109309,21830.15
29.12.2023,21861.05,127070,21865
28.12.2023,21780.75,135417,21781
27.12.2023,21687,141482,21690
26.12.2023,21499.15,131234,21499.4
22.12.2023,21385.5,166585,21392.3
21.12.2023,21377,196078,21378.5
20.12.2023,21174.9,217416,21175
19.12.2023,21529,125220,21529.95
18.12.2023,21462.4,98023,21466
15.12.2023,21558.2,149664,21561.9
14.12.2023,21349,163196,21354
13.12.2023,21035.8,129598,21039.9
12.12.2023,21008,89183,21009.75
11.12.2023,21077.55,78735,21079.75
08.12.2023,21090.2,131702,21095
07.12.2023,21033.85,101648,21036.2
06.12.2023,21040.1,123372,21045.75
05.12.2023,20953.9,131822,20954
04.12.2023,20803.5,146319,20804.6
01.12.2023,20360.9,106287,20361.4
30.11.2023,20132.25,135818,20134
29.11.2023,20140.3,118269,20143
28.11.2023,19953,105973,19953.65
24.11.2023,19825.35,63650,19827.95
23.11.2023,19875.05,77037,19875.5
22.11.2023,19887.3,81891,19890
21.11.2023,19839.5,74641,19840.45
20.11.2023,19748,72335,19750
17.11.2023,19798,78671,19804.7
16.11.2023,19834.4,133013,19834.95
15.11.2023,19722,122153,19723.6
13.11.2023,19488.05,56581,19493
12.11.2023,19536.5,33681,19537
10.11.2023,19500.2,98682,19504.95
09.11.2023,19476,84124,19479.8
08.11.2023,19488,70863,19490
07.11.2023,19480.05,85411,19480.3
06.11.2023,19483.6,103633,19485.3
03.11.2023,19296,99737,19301.85
02.11.2023,19248.2,151510,19249.3
01.11.2023,19054,100474,19055
31.10.2023,19165,125003,19167.1
30.10.2023,19228,121659,19234.3
27.10.2023,19144,121503,19145
26.10.2023,18855.75,134122,18859
25.10.2023,19129.25,176093,19130
23.10.2023,19260,116098,19262.8
20.10.2023,19524.5,75889,19527
19.10.2023,19616.2,116100,19619.75
18.10.2023,19666.2,100198,19669.4
17.10.2023,19806.05,69732,19808
16.10.2023,19730.5,75101,19732
13.10.2023,19732.2,114639,19734
12.10.2023,19841.5,83809,19842.05
11.10.2023,19850,94632,19851.8
10.10.2023,19745,99715,19746
09.10.2023,19522,105864,19529.35
06.10.2023,19686.75,100542,19689.8
05.10.2023,19565,134410,19568.5
04.10.2023,19476,125122,19477.2
03.10.2023,19563.1,108306,19563.35
29.09.2023,19711.05,145026,19717.85
28.09.2023,19522.9,131488,19525
27.09.2023,19719.35,116186,19724.8
26.09.2023,19665,78080,19666
25.09.2023,19699.05,124504,19704.55
22.09.2023,19705,113657,19710.1
21.09.2023,19763.25,166836,19769.85
20.09.2023,19967,135076,19972.5
18.09.2023,20169.3,67382,20173.7
15.09.2023,20242.8,77744,20245
14.09.2023,20187,133266,20187.45
13.09.2023,20126,88689,20129.6
12.09.2023,20035.55,137726,20037.3
11.09.2023,20046.05,90088,20049.5
08.09.2023,19873.95,101422,19875
07.09.2023,19767.05,125719,19767.9
06.09.2023,19665,108385,19665.2
05.09.2023,19650,73254,19650.3
04.09.2023,19614.35,80046,19614.45
01.09.2023,19518,116553,19519.5
31.08.2023,19252.95,117738,19255
30.08.2023,19336,110017,19340
29.08.2023,19345.6,99552,19349.1
28.08.2023,19314.55,106263,19315.05
25.08.2023,19223.8,130106,19223.9
24.08.2023,19390,124939,19394.5
23.08.2023,19431.9,80992,19433
22.08.2023,19381.2,61454,19388.95
21.08.2023,19399.95,117457,19400
18.08.2023,19315,127437,19316.2
17.08.2023,19384,102232,19385
16.08.2023,19467,92633,19467.9
14.08.2023,19471.2,115640,19474.95
11.08.2023,19501.2,99593,19501.9
10.08.2023,19598,133423,19601.5
09.08.2023,19693,111410,19693.25
08.08.2023,19607,73801,19609
07.08.2023,19664,87313,19668
04.08.2023,19573,137213,19573.2
03.08.2023,19469,182824,19472
02.08.2023,19585.15,164328,19586
01.08.2023,19810.3,75668,19812
31.07.2023,19835,96633,19837
28.07.2023,19733.25,134756,19733.3
27.07.2023,19658.3,137340,19658.7
26.07.2023,19772.1,101031,19775
25.07.2023,19695,105261,19697.8
24.07.2023,19681.45,121075,19686
21.07.2023,19806.55,148418,19807.35
20.07.2023,19965.45,129058,19970
19.07.2023,19869.05,99387,19870
18.07.2023,19773,111590,19773.8
17.07.2023,19729.5,93921,19730
14.07.2023,19623.3,123979,19624
13.07.2023,19498.35,132220,19498.8
12.07.2023,19460,86395,19462.05
11.07.2023,19515.6,94313,19517.3
10.07.2023,19425,90126,19425.8
07.07.2023,19386.5,154646,19392.1
06.07.2023,19534,103977,19538.65
05.07.2023,19478.1,78180,19480.4
04.07.2023,19454.7,110434,19459
03.07.2023,19411,120112,19412
30.06.2023,19266.2,110566,19270.8
28.06.2023,18972.05,127163,18975.55
27.06.2023,18815,112904,18815.6
26.06.2023,18717,91687,18718
23.06.2023,18700.15,129582,18701
22.06.2023,18835.05,138764,18836.85
21.06.2023,18895,87799,18899.95
20.06.2023,18877,119062,18878
19.06.2023,18840,101156,18840.4
16.06.2023,18893.05,138269,18896.3
15.06.2023,18738.75,128096,18740.05
14.06.2023,18808,72677,18809.5
13.06.2023,18775.3,77130,18775.9
12.06.2023,18690.4,77232,18691
09.06.2023,18627,112038,18630
08.06.2023,18720.9,127088,18722
07.06.2023,18800,98563,18800.2
06.06.2023,18682.05,101782,18683.95
05.06.2023,18701.05,72121,18702
02.06.2023,18632,120158,18633.9
01.06.2023,18570,101446,18575
31.05.2023,18622,131409,18626.55
30.05.2023,18720,76571,18722.4
29.05.2023,18672,110383,18674.9
26.05.2023,18570.2,144445,18571.55
25.05.2023,18324.3,120043,18324.5
24.05.2023,18300.25,134373,18301.05
23.05.2023,18358.4,98625,18359
22.05.2023,18323.2,119807,18324.9
19.05.2023,18230,130544,18231
18.05.2023,18180.05,106568,18180.3
17.05.2023,18231.05,160110,18232.2
16.05.2023,18325.1,98538,18326
15.05.2023,18408,104282,18411.45
12.05.2023,18332,122938,18332.05
11.05.2023,18356,100768,18359
10.05.2023,18342.85,95120,18342.95
09.05.2023,18304.55,96751,18305
08.05.2023,18317.15,121084,18319.8
05.05.2023,18130.1,168172,18132.8
04.05.2023,18283.55,118446,18287
03.05.2023,18144,135798,18147.2
02.05.2023,18202,114511,18204.75
28.04.2023,18112.15,126397,18117.6
27.04.2023,17914.65,141244,17918.75
26.04.2023,17821.5,130470,17822.3
25.04.2023,17776,120785,17776.3
24.04.2023,17767.4,190742,17768.95
21.04.2023,17647.35,122139,17650.85
20.04.2023,17655,103613,17659.6
19.04.2023,17642.75,101526,17645.3
18.04.2023,17709.05,124181,17710.1
17.04.2023,17751,170474,17751.35
13.04.2023,17883.3,136172,17884
12.04.2023,17859.5,115014,17863.8
11.04.2023,17787,126850,17789
10.04.2023,17677,106607,17678
06.04.2023,17650.2,157311,17650.6
05.04.2023,17625,157214,17626.95
03.04.2023,17470.3,124446,17474.95
31.03.2023,17440.35,172665,17442.25
29.03.2023,17081,245279,17081.2
28.03.2023,16977.05,169371,16980
27.03.2023,17024.55,216833,17028.1
24.03.2023,16938,164312,16940
23.03.2023,17077,175746,17081.95
22.03.2023,17180.65,108813,17183.95
21.03.2023,17165,138054,17168.75
20.03.2023,17037,233228,17040
17.03.2023,17189,240653,17194.9
16.03.2023,17070,230742,17071
15.03.2023,17026.55,184755,17027.55
14.03.2023,17138.35,266253,17140
13.03.2023,17220,272887,17226.95
10.03.2023,17449.6,180468,17454.7
09.03.2023,17638.2,149952,17640
08.03.2023,17796,145243,17796.8
06.03.2023,17776.2,137918,17776.5
03.03.2023,17661.45,220362,17661.5
02.03.2023,17387.8,185930,17390
01.03.2023,17538.95,130151,17539.8
28.02.2023,17406.05,182203,17411.5
27.02.2023,17508,173295,17510.05
24.02.2023,17560.2,145816,17561
23.02.2023,17510,169247,17510.5
22.02.2023,17566.2,151411,17569.95
21.02.2023,17848.05,149445,17851
20.02.2023,17865.55,139568,17867.9
17.02.2023,17953.2,146049,17955
16.02.2023,18055,122423,18057.35
15.02.2023,18039.3,130434,18043.35
14.02.2023,17941.4,144191,17945.95
13.02.2023,17799.1,128903,17800.05
10.02.2023,17869,133266,17870
09.02.2023,17958.7,129171,17959.1
08.02.2023,17908.6,162435,17908.65
07.02.2023,17780.35,159230,17780.75
06.02.2023,17792.75,143908,17795
03.02.2023,17875.05,208910,17878.85
02.02.2023,17667.05,215473,17678.9
01.02.2023,17659.3,422514,17665
31.01.2023,17795,211876,17799
30.01.2023,17742.85,247894,17746.05
27.01.2023,17694.05,273547,17695
25.01.2023,17890.85,186326,17892
24.01.2023,18117.75,126828,18119
23.01.2023,18145.15,132851,18150.9
20.01.2023,18052,137987,18055.95
19.01.2023,18105.6,138135,18106
18.01.2023,18204.1,138930,18204.4
17.01.2023,18090,169272,18090.8
16.01.2023,17941.4,155906,17944
13.01.2023,18022,204096,18025
12.01.2023,17920.5,175443,17924.5
11.01.2023,17958,164093,17958.7
10.01.2023,17988.45,181733,17993.95
09.01.2023,18158.25,212748,18161.95
06.01.2023,17949,208849,17952
05.01.2023,18070,215143,18072
04.01.2023,18100.2,211764,18103
03.01.2023,18315,135924,18317.6
02.01.2023,18279,109529,18279.95
30.12.2022,18219.5,160196,18220
29.12.2022,18191,138782,18192
28.12.2022,18113.65,130940,18114
27.12.2022,18143.2,163650,18144.1
26.12.2022,18018.1,170067,18018.5
23.12.2022,17880.05,241009,17881.95
22.12.2022,18158.4,223231,18159.3
21.12.2022,18277.3,235813,18277.9
20.12.2022,18424.95,214251,18425.1
19.12.2022,18499,145495,18499.85
16.12.2022,18327,215375,18329.95
15.12.2022,18445.6,186216,18450.1
14.12.2022,18738.4,120161,18742.4
13.12.2022,18710.1,124896,18711.6
12.12.2022,18605,141560,18609
09.12.2022,18570.75,167045,18572.65
08.12.2022,18723,118166,18724.95
07.12.2022,18673.7,132092,18673.9
06.12.2022,18770,134502,18770.95
05.12.2022,18816,139884,18821.25
02.12.2022,18812.1,162318,18817.15
01.12.2022,18944,144744,18949.7
30.11.2022,18887,137806,18890
29.11.2022,18730.6,113058,18731
28.11.2022,18687,122999,18691.9
25.11.2022,18647.4,125828,18648
24.11.2022,18482.8,152936,18486.75
23.11.2022,18266,132279,18269
22.11.2022,18289.05,114974,18292.9
21.11.2022,18191.4,126219,18194
18.11.2022,18344.05,167068,18345
17.11.2022,18357.1,127710,18357.9
16.11.2022,18446.8,146336,18447.3
15.11.2022,18482.3,109201,18485
14.11.2022,18370.1,107942,18370.4
11.11.2022,18439.05,190271,18439.95
10.11.2022,18095,154020,18096
09.11.2022,18188.25,154320,18191.95
07.11.2022,18260,171140,18262.95
04.11.2022,18218,120212,18220.95
03.11.2022,18118,156172,18120
02.11.2022,18142.6,115697,18145.25
01.11.2022,18214.75,161405,18215
31.10.2022,18053,130385,18054.9
28.10.2022,17837,161945,17838.75
27.10.2022,17735.9,186816,17736
25.10.2022,17651.55,157461,17654.9
24.10.2022,17733,80759,17736
21.10.2022,17573.25,182444,17574.9
20.10.2022,17544.8,189528,17550.05
19.10.2022,17503.55,170212,17507.95
18.10.2022,17505,190681,17507.95
17.10.2022,17305.1,179812,17310
14.10.2022,17209.75,257506,17212
13.10.2022,17008,209707,17010
12.10.2022,17120.1,227311,17124.2
11.10.2022,16956.5,211932,16960.3
10.10.2022,17230.95,253682,17236.3
07.10.2022,17329.05,177797,17334.45
06.10.2022,17313,183639,17313.45
04.10.2022,17305,232589,17305.25
03.10.2022,16887.6,249841,16889.25
30.09.2022,17110.1,295474,17110.85
29.09.2022,16818.7,177012,16819
28.09.2022,16838.05,241255,16838.1
27.09.2022,17052,236488,17056.7
26.09.2022,17036.5,247495,17036.9
23.09.2022,17335.15,245085,17337.9
22.09.2022,17652.45,227785,17653
21.09.2022,17740,175944,17743.35
20.09.2022,17804.4,189582,17806.8
19.09.2022,17640.05,174858,17642.85
16.09.2022,17560.1,278784,17568.9
15.09.2022,17889.5,215633,17892
14.09.2022,18013.2,249002,18017.8
13.09.2022,18107.5,133286,18110
12.09.2022,17953.4,128613,17955
09.09.2022,17859,148189,17862.9
08.09.2022,17832,188175,17832.15
07.09.2022,17655,168617,17657.95
06.09.2022,17680.05,183310,17683.95
05.09.2022,17703.1,151311,17704
02.09.2022,17556.25,219241,17559.45
01.09.2022,17612.6,318416,17622
30.08.2022,17822.3,236986,17823
29.08.2022,17384,225318,17384.95
26.08.2022,17675,194876,17678
25.08.2022,17521,171481,17522.7
24.08.2022,17608,192084,17608.7
23.08.2022,17640.05,264578,17643.7
22.08.2022,17497.95,181285,17499
19.08.2022,17728.35,231394,17731.6
18.08.2022,18000.25,185866,18000.95
17.08.2022,17964.9,111096,17966.4
16.08.2022,17858,130633,17860.65
12.08.2022,17713.9,142609,17716.9
11.08.2022,17671.5,154587,17676
10.08.2022,17551,151166,17553
08.08.2022,17560,155023,17561.5
05.08.2022,17411,185221,17414.95
04.08.2022,17370,303013,17373.3
03.08.2022,17422,195658,17423.95
02.08.2022,17315.5,232634,17320
01.08.2022,17369,162266,17370.5
29.07.2022,17207.05,190698,17211.8
28.07.2022,16930.05,171761,16932
27.07.2022,16656.2,173755,16660
26.07.2022,16476.3,160254,16477.2
25.07.2022,16620,158228,16621.5
22.07.2022,16720.7,158108,16723
21.07.2022,16616.2,189775,16616.45
20.07.2022,16494.5,217722,16499.6
19.07.2022,16338,179114,16338.5
18.07.2022,16310,162040,16312.95
15.07.2022,16073.55,183368,16074
14.07.2022,15937.75,239930,15941.8
13.07.2022,15990.55,238191,15992
12.07.2022,16026.65,233130,16031.95
11.07.2022,16187.05,207273,16193.1
08.07.2022,16229,184755,16231.45
07.07.2022,16161,217721,16162
06.07.2022,16014.6,313585,16018.65
05.07.2022,15765.5,266321,15766
04.07.2022,15830.95,207597,15832.95
01.07.2022,15773.9,303590,15774
30.06.2022,15778.65,208254,15780
29.06.2022,15765.2,200483,15768.3
28.06.2022,15856.8,184027,15859
27.06.2022,15837.8,178510,15838
24.06.2022,15718.05,197522,15718.9
23.06.2022,15590.5,335913,15593.95
22.06.2022,15401,260889,15403.95
21.06.2022,15629.1,258170,15633.3
20.06.2022,15365.25,225496,15369.75
17.06.2022,15348,353050,15348.8
16.06.2022,15334.9,385441,15339.95
15.06.2022,15701,168682,15704
14.06.2022,15740.15,241788,15745.1
13.06.2022,15789.85,273699,15791
10.06.2022,16202.3,258944,16208
09.06.2022,16485,243111,16489.4
08.06.2022,16350.65,263918,16354.8
07.06.2022,16419.5,213923,16420
06.06.2022,16585,180565,16588
03.06.2022,16601,201094,16606
02.06.2022,16628,243104,16633
01.06.2022,16529.65,226586,16530
31.05.2022,16570.05,235915,16574
30.05.2022,16651.2,205744,16655.25
27.05.2022,16338,224174,16339.95
26.05.2022,16169,245653,16169.55
25.05.2022,16018,215455,16018.7
24.05.2022,16118.75,225951,16123
23.05.2022,16161,248659,16165
20.05.2022,16271.4,276296,16274.9
19.05.2022,15784,254290,15784.7
18.05.2022,16236,251612,16237
17.05.2022,16267.15,247190,16272.3
16.05.2022,15865,216230,15866
13.05.2022,15780,321315,15784.3
12.05.2022,15818,306009,15820
11.05.2022,16203.5,295672,16208.95
10.05.2022,16220.75,267899,16222.15
09.05.2022,16308.05,263031,16310
06.05.2022,16440.05,271713,16444.7
05.05.2022,16681,278261,16686.45
04.05.2022,16714.05,336027,16717
02.05.2022,17078.15,200148,17083.7
29.04.2022,17133,287698,17134
28.04.2022,17244.05,179360,17245
27.04.2022,17058,214333,17059.35
26.04.2022,17212,190949,17213.95
25.04.2022,16981.9,222213,16983
22.04.2022,17166.4,203594,17169.9
21.04.2022,17413.25,186810,17414
20.04.2022,17170,233321,17172.85
19.04.2022,16910,272801,16912
18.04.2022,17240.05,205301,17243
13.04.2022,17506.05,207334,17511
12.04.2022,17561.3,232847,17563
11.04.2022,17728.05,215862,17730
08.04.2022,17894.95,232502,17897
07.04.2022,17737.35,225563,17742
06.04.2022,17860.2,204300,17865
05.04.2022,18000,193063,18002
04.04.2022,18091,246584,18092
01.04.2022,17737.95,192261,17738
31.03.2022,17463.75,155401,17464.45
30.03.2022,17493.3,188946,17493.8
29.03.2022,17385,156754,17387
28.03.2022,17273,206770,17276.35
25.03.2022,17211.6,159458,17216.55
24.03.2022,17215,193657,17218
23.03.2022,17255.7,219341,17257.2
22.03.2022,17380,243233,17382
21.03.2022,17163.1,186176,17167.9
17.03.2022,17324,262676,17330
16.03.2022,17006.5,238538,17006.6
15.03.2022,16645.05,275545,16650
14.03.2022,16908.6,206757,16912.75
11.03.2022,16654.25,216279,16656.6
10.03.2022,16562.5,319790,16571.25
09.03.2022,16382.3,303934,16385
08.03.2022,16011.15,363476,16012
07.03.2022,15893,385020,15894
04.03.2022,16260.05,340126,16266.6
03.03.2022,16522.5,236528,16527.9
02.03.2022,16640.1,275779,16644.85
28.02.2022,16785.05,310462,16791
25.02.2022,16667,351873,16674.95
24.02.2022,16248.45,303043,16250
23.02.2022,17067.05,197062,17069.25
22.02.2022,17061.15,296493,17062
21.02.2022,17206,239649,17208.5
18.02.2022,17277.5,195945,17284.9
17.02.2022,17265.95,249504,17266.75
16.02.2022,17295.45,277321,17298.9
15.02.2022,17362.05,314310,17364.25
14.02.2022,16809.4,249558,16810
11.02.2022,17330,247990,17330.5
10.02.2022,17597.65,184092,17601.95
09.02.2022,17486,156620,17486.15
08.02.2022,17255,245738,17257
07.02.2022,17213,216693,17213.8
04.02.2022,17518.75,192888,17520
03.02.2022,17504,215721,17507.4
02.02.2022,17808,170190,17808.9
01.02.2022,17608.85,372949,17610
31.01.2022,17367.75,215398,17371.35
28.01.2022,17125,260223,17133.6
27.01.2022,17109.25,240698,17110
25.01.2022,17263,264142,17266.25
24.01.2022,17101.65,295077,17107.35
21.01.2022,17643.1,253865,17647.85
20.01.2022,17808.85,214142,17812
19.01.2022,17975.5,185499,17978
18.01.2022,18115,208566,18116.1
17.01.2022,18339.75,86772,18343.1
14.01.2022,18272.45,128148,18280.75
13.01.2022,18289.25,135510,18289.6
12.01.2022,18226.1,122159,18227
11.01.2022,18082.05,132628,18085.05
10.01.2022,18054.05,133834,18054.95
07.01.2022,17852.3,177892,17857
06.01.2022,17799,240012,17799.75
05.01.2022,17945,158412,17946.2
04.01.2022,17855.15,150851,17856
03.01.2022,17690,159580,17692.75
31.12.2021,17417,139153,17420
30.12.2021,17205.5,130003,17206.95
29.12.2021,17196,131710,17199
28.12.2021,17256,128470,17257
27.12.2021,17115.2,174248,17118
24.12.2021,17002.2,165621,17003
23.12.2021,17059.05,157470,17059.4
22.12.2021,16976.4,150826,16983.2
21.12.2021,16812,234126,16814.9
20.12.2021,16628.3,295989,16630
17.12.2021,17022,213850,17024
16.12.2021,17340.1,187313,17344.8
15.12.2021,17247.2,160456,17254.45
14.12.2021,17351.4,182493,17354.7
13.12.2021,17461.5,199714,17461.65
10.12.2021,17545.1,150286,17549
09.12.2021,17553,171223,17555
08.12.2021,17510,158549,17513
07.12.2021,17223,198994,17227.25
06.12.2021,16947.5,173528,16950
03.12.2021,17252.3,224095,17252.5
02.12.2021,17439.9,186158,17440
01.12.2021,17235,191163,17236.85
30.11.2021,17033.4,308954,17036.95
29.11.2021,17095,243103,17096.5
26.11.2021,17032,287958,17034.45
25.11.2021,17534.6,172696,17535
24.11.2021,17367.5,168812,17367.95
23.11.2021,17488.65,192765,17494.4
22.11.2021,17445.85,208742,17449.5
18.11.2021,17770.05,164300,17773
17.11.2021,17897.5,118322,17902.3
16.11.2021,17980,132964,17981.95
15.11.2021,18127.55,108621,18131.85
12.11.2021,18140,159764,18141.25
11.11.2021,17912,166879,17912.9
10.11.2021,18012.05,130251,18015
09.11.2021,18075.25,133521,18078.4
08.11.2021,18135.05,200602,18138.75
04.11.2021,17923,29313,17925
03.11.2021,17862.95,173443,17863
02.11.2021,17920.5,154828,17922.85
01.11.2021,18016,183949,18017
29.10.2021,17745,267627,17750
28.10.2021,17858,152790,17858.9
27.10.2021,18195,154791,18196
26.10.2021,18348.05,167070,18350
25.10.2021,18149.9,187270,18153.9
22.10.2021,18137.25,187289,18138.85
21.10.2021,18240.4,196302,18243.1
20.10.2021,18315,216578,18320
19.10.2021,18437.7,200347,18441.45
18.10.2021,18487.25,127741,18489
14.10.2021,18356,127112,18356.75
13.10.2021,18175.5,134280,18178
12.10.2021,18006.05,126413,18008.5
11.10.2021,17975.05,116926,17975.35
08.10.2021,17911.1,127188,17913.2
07.10.2021,17817,160469,17819.45
06.10.2021,17611,205572,17611.4
05.10.2021,17837.05,125832,17838.5
04.10.2021,17709,137931,17714.8
01.10.2021,17521.2,159059,17525.8
30.09.2021,17619,178284,17619.5
29.09.2021,17710.35,178263,17712
28.09.2021,17730.5,240192,17732
27.09.2021,17861.4,126395,17865
24.09.2021,17845.05,125636,17847.95
23.09.2021,17841.5,127580,17842
22.09.2021,17565.5,111622,17567
21.09.2021,17562,189312,17563.45
20.09.2021,17355,198297,17355.8
17.09.2021,17604.8,227990,17605
