Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,NIFVIX,IN003M,Daily_STIR,CFD_Ask,CFD_Bid,Portfolio_Value_Upper,Portfolio_Value_Lower,Cumulative_Cost_Upper,Cumulative_Cost_Lower
2023-12-19,19169.25,0.0070550406927819,0.1119952989752514,0.138675,0.0727,0.000288492063492,19170.94936094457,19167.55063905543,1384.885668834082,1156.5426008669656,17.2555555555524,4.3138888888881
2023-12-20,18779.45,0.0067732545741443,0.1075220830182997,0.1445,0.0727,0.000288492063492,18781.04831133296,18777.85168866704,1273.9146303291282,1112.3272807030792,18.4095238095204,4.6023809523801
2023-12-21,18941.8,0.009429507448184,0.1496887901623579,0.137575,0.0727,0.000288492063492,18944.04435010918,18939.55564989082,1318.3287993561976,1130.2660435520024,19.5634920634884,4.8908730158721
2023-12-26,19148.85,0.0089580221965719,0.1422041938267559,0.146775,0.0727,0.000288492063492,19151.005436686737,19146.69456331326,1375.5465269570789,1153.32622983045,20.7174603174564,5.1793650793641
2023-12-27,19296.95,0.008614890467031,0.1367571464869517,0.155575,0.0727,0.000288492063492,19299.038906223308,19294.861093776693,1416.1458512601764,1169.7390547897844,21.8714285714244,5.4678571428561
2023-12-28,19399.25,0.0084766441731672,0.1345625546075115,0.1514,0.0728,0.0002888888888888,19401.31628127189,19397.18371872811,1443.8247867427826,1180.9839623161602,23.0269841269796,5.7567460317449
2023-12-29,19429.15,0.0081929429196007,0.1300589368260669,0.145025,0.0729,0.0002892857142857,19431.150204271093,19427.14979572891,1451.112077158718,1184.0724499111057,24.1841269841224,6.0460317460306
2024-01-01,19469.5,0.0078207611491339,0.1241507343830655,0.1468,0.0728,0.0002888888888888,19471.413306483286,19467.586693516714,1461.3516296491803,1188.3416042406238,25.3396825396776,6.3349206349194
2024-01-02,19418.4,0.007483601475516,0.1187984904919885,0.1458,0.0729,0.0002892857142857,19420.226017472865,19416.573982527138,1445.819117135916,1182.3021706638897,26.4968253968204,6.6242063492051
2024-01-03,19367.15,0.0072579361076976,0.1152161638353845,0.140975,0.0729,0.0002892857142857,19368.916280899808,19365.383719100195,1430.2365703886155,1176.2427233935407,27.653968253963203,6.913492063490801
2024-01-04,19541.25,0.0070541398785195,0.1119809989921572,0.1333,0.0729,0.0002892857142857,19542.982117717933,19539.517882282067,1478.1503927269953,1195.5818237574642,28.811111111106005,7.202777777776501
2024-01-05,19590.6,0.0072217311055842,0.1146414272445331,0.1263,0.0729,0.0002892857142857,19592.377747107057,19588.82225289294,1490.8872096191888,1200.850121942913,29.968253968248806,7.492063492062202
2024-01-08,19417.7,0.0069418778200138,0.1101988940613108,0.134625,0.073,0.0002896825396825,19419.393775317694,19416.006224682307,1441.0289643819883,1181.0806333718422,31.126984126978805,7.781746031744701
2024-01-09,19459.55,0.0073643524513448,0.1169054709197239,0.132625,0.073,0.0002896825396825,19461.350728498735,19457.749271501263,1451.6334147513014,1185.4962230433769,32.285714285708806,8.071428571427202
2024-01-10,19517.85,0.0070655905938525,0.1121627734627859,0.1297,0.073,0.0002896825396825,19519.582851873507,19516.11714812649,1466.922738151261,1191.7857619271704,33.44444444443881,8.361111111109702
2024-01-11,19584.35,0.0068110265355392,0.1081216943165917,0.127675,0.073,0.0002896825396825,19586.02611124524,19582.673888754758,1484.5196814526896,1198.9983487715513,34.60317460316881,8.650793650792203
2024-01-12,19745.6,0.0065924485503274,0.1046518763709284,0.131,0.073,0.0002896825396825,19747.235679817168,19743.96432018283,1528.8125559782818,1216.8893081055976,35.76190476189881,8.940476190474703
2024-01-15,19885.55,0.0067435769007786,0.1070509645590007,0.13785,0.0731,0.0002900793650793,19887.23503553,19883.864964469998,1567.0762063437192,1232.36881587082,36.922222222216014,9.230555555554004
2024-01-16,19827.55,0.0067634586637122,0.1073665777610875,0.135725,0.0731,0.0002900793650793,19829.23507418527,19825.864925814727,1549.5714919759487,1225.5409777427597,38.082539682533216,9.520634920633304
2024-01-17,19487.6,0.0066235067700325,0.1051449103239525,0.1508,0.073,0.0002896825396825,19489.221912931942,19485.978087068055,1452.6327326156293,1186.939283522441,39.24126984126322,9.810317460315805
2024-01-18,19414.8,0.0086135155649604,0.136735320593216,0.1407,0.0733,0.000290873015873,19416.901328207336,19412.698671792663,1430.8191189974636,1178.3883618846987,40.40476190475522,10.101190476188805
2024-01-19,19606.4,0.0083438353126623,0.1324542793067006,0.138775,0.0735,0.0002916666666666,19608.45562636201,19604.344373637992,1483.6581648991087,1199.6989802453568,41.57142857142162,10.392857142855405
2024-01-23,19206.45,0.008431333064242,0.1338432630524431,0.148525,0.0737,0.0002924603174603,19208.48481028959,19204.415189710413,1369.7883760337631,1154.3265408896948,42.74126984126282,10.685317460315705
2024-01-24,19451.0,0.0105538710969262,0.1675375097489953,0.14375,0.0735,0.0002916666666666,19453.579490411736,19448.420509588264,1437.3823496714508,1181.5391303447695,43.90793650792922,10.976984126982305
2024-01-25,19393.0,0.010659733896083,0.1692180295869683,0.13865,0.0735,0.0002916666666666,19395.597595637075,19390.402404362925,1419.8661949422421,1174.7076684530862,45.07460317459562,11.268650793648906
2024-01-29,19711.65,0.0101814523770533,0.1616255458507829,0.1568,0.0737,0.0002924603174603,19714.171813496825,19709.128186503178,1508.5132022248868,1210.3419475566202,46.24444444443682,11.561111111109206
2024-01-30,19574.2,0.010800378889086,0.1714506996347626,0.161025,0.0736,0.0002920634920634,19576.85645939875,19571.54354060125,1468.573628217381,1194.541356048856,47.412698412690425,11.853174603172606
2024-01-31,19802.1,0.0105421200088872,0.1673509670094827,0.160475,0.0736,0.0002920634920634,19804.72312753742,19799.476872462576,1531.6369322058772,1219.9419157394925,48.58095238094403,12.145238095236007
2024-02-01,19777.35,0.0105366761225953,0.1672645479937175,0.14455,0.0736,0.0002920634920634,19779.96849610591,19774.731503894087,1523.4954393418964,1216.8605566891383,49.74920634919763,12.437301587299407
2024-02-05,19853.5,0.009673374166898,0.1535600543069331,0.156175,0.0734,0.0002912698412698,19855.91321152169,19851.08678847831,1543.8472607610327,1225.1760471615546,50.91428571427683,12.728571428569207
2024-02-06,20033.75,0.0092698721832614,0.1471546588935915,0.15785,0.0734,0.0002912698412698,20036.083546123118,20031.416453876882,1593.4990376222145,1245.2115198107892,52.07936507935603,13.019841269839008
2024-02-07,20109.55,0.0091719308011507,0.1455998876528302,0.15505,0.0737,0.0002924603174603,20111.867626988995,20107.232373011004,1613.6941040828074,1253.4650225855025,53.24920634919723,13.312301587299308
2024-02-08,19987.55,0.0087669642174088,0.1391712424335947,0.158275,0.0739,0.0002932539682539,19989.75185797658,19985.34814202342,1578.174141307546,1239.4329898563506,54.42222222221283,13.605555555553208
2024-02-12,19675.2,0.0082691840335538,0.1312692269892567,0.160625,0.0739,0.0002932539682539,19677.244383838115,19673.155616161886,1489.0253469260176,1203.9494244846915,55.59523809522843,13.898809523807108
2024-02-13,19782.9,0.0092813951302972,0.1473375800069553,0.158075,0.0739,0.0002932539682539,19785.20719137116,19780.592808628844,1518.1281059837631,1215.766480488742,56.76825396824403,14.192063492061008
2024-02-14,19922.3,0.0089358729923363,0.1418525861098835,0.15435,0.0738,0.0002928571428571,19924.53695336527,19920.06304663473,1556.2593568518073,1231.194695121674,57.93968253967243,14.484920634918108
2024-02-15,20037.0,0.0087145969341452,0.1383399375834857,0.15225,0.0736,0.0002920634920634,20039.19412069484,20034.80587930516,1587.425605462038,1243.8364326610042,59.107936507926034,14.776984126981509
2024-02-16,20164.9,0.0084339952966499,0.1338855246817459,0.152225,0.0736,0.0002920634920634,20167.037026971495,20162.762973028508,1622.3156296506136,1257.9676804316723,60.276190476179636,15.069047619044909
2024-02-20,20271.9,0.0082173305756001,0.1304460788630719,0.160725,0.0736,0.0002920634920634,20273.993176477295,20269.806823522707,1651.3123069400444,1269.7415894426829,61.44444444443324,15.36111111110831
2024-02-21,20128.3,0.0079573224219091,0.126318577381979,0.159275,0.0734,0.0002912698412698,20130.31258740748,20126.28741259252,1609.7034921818042,1253.2728254441488,62.60952380951244,15.65238095237811
2024-02-22,20283.95,0.0080241152898371,0.1273788812893203,0.151975,0.0734,0.0002912698412698,20285.99517450811,20281.904825491893,1652.3913622476,1270.5227353752289,63.77460317459164,15.94365079364791
2024-02-23,20313.5,0.0079499380021045,0.1262013533517017,0.149725,0.0735,0.0002916666666666,20315.529220326716,20311.470779673284,1659.5563743399844,1273.5637402121824,64.94126984125803,16.23531746031451
2024-02-26,20255.8,0.0075963202628772,0.1205878457686432,0.156,0.0736,0.0002920634920634,20257.733452399385,20253.866547600614,1642.1552616638135,1266.7785332369522,66.10952380951163,16.527380952377907
2024-02-27,20292.85,0.0073712827564513,0.1170154861026535,0.157275,0.0736,0.0002920634920634,20294.729606822955,20290.970393177042,1651.442862432113,1270.66881163951,67.27777777776522,16.819444444441306
2024-02-28,20020.4,0.0070674537228253,0.112192349718321,0.1633,0.0736,0.0002920634920634,20022.17793852217,20018.622061477832,1573.526914262623,1239.6776704669521,68.44603174601882,17.111507936504704
2024-02-29,20090.05,0.008193742435615,0.1300716287493248,0.155725,0.0735,0.0002916666666666,20092.11844492235,20087.981555077647,1591.9057361676669,1247.2041992289696,69.61269841268522,17.403174603171305
2024-03-01,20349.8,0.0078582889642289,0.1247464699789988,0.15235,0.0734,0.0002912698412698,20351.80941142892,20347.79058857108,1663.9547797930481,1276.198578583884,70.77777777776441,17.694444444441103
2024-03-04,20432.05,0.008391053229212,0.1332038404944031,0.149225,0.0734,0.0002912698412698,20434.20431398519,20429.89568601481,1685.9268970895357,1285.162187407241,71.94285714284361,17.985714285710902
2024-03-05,20382.0,0.0080585091151562,0.127924866339903,0.1438,0.0733,0.000290873015873,20384.063869180678,20379.936130819322,1670.6848144187481,1279.2398781484496,73.10634920633561,18.276587301583902
2024-03-06,20379.55,0.007772768430734,0.123388873597297,0.14295,0.0733,0.000290873015873,20381.540449075466,20377.559550924532,1668.851602713971,1278.6811172760629,74.26984126982761,18.567460317456902
2024-03-07,20434.8,0.0074405616181798,0.1181152539381364,0.136125,0.0735,0.0002916666666666,20436.710543708305,20432.889456291694,1683.2768900380204,1284.6262322056823,75.43650793649401,18.859126984123503
2024-03-11,20288.75,0.0071465001520642,0.1134471728810837,0.13995,0.0737,0.0002924603174603,20290.57192160228,20286.92807839772,1640.975167673457,1267.8810194503333,76.60634920633521,19.151587301583803
2024-03-12,20171.4,0.0073289619224809,0.1163436636908787,0.136375,0.0735,0.0002916666666666,20173.257630855638,20169.542369144365,1606.729236444518,1254.3576469587576,77.77301587300161,19.443253968250403
2024-03-13,19646.3,0.007347087045392,0.1166313910971106,0.144325,0.0733,0.000290873015873,19648.113747607364,19644.486252392635,1457.6050572876472,1194.8824991055333,78.93650793649361,19.734126984123403
2024-03-14,19916.35,0.0111622418906014,0.1771950966988726,0.136225,0.0732,0.0002904761904761,19919.143452580018,19913.55654741998,1532.2670967832837,1224.9216006180734,80.09841269839801,20.024603174599502
2024-03-15,19825.2,0.0112996791738191,0.1793768459324473,0.1369,0.0735,0.0002916666666666,19828.01490539611,19822.38509460389,1505.4083366972989,1214.3530965836794,81.26507936506441,20.316269841266102
2024-03-18,19843.1,0.0108427650241825,0.1721235586697776,0.13895,0.0737,0.0002924603174603,19845.8035209133,19840.396479086696,1509.3140992316103,1216.0908777878803,82.43492063490561,20.608730158726402
2024-03-19,19610.55,0.0102725931910885,0.1630723614201348,0.141125,0.0739,0.0002932539682539,19613.08133780709,19608.01866219291,1442.6570705914,1189.6040187127485,83.60793650792121,20.901984126980302
2024-03-20,19632.05,0.0105509029228377,0.1674903914460796,0.134725,0.074,0.0002936507936507,19634.6527681573,19629.4472318427,1447.5210331770177,1191.7257942231859,84.782539682524,21.195634920631
2024-03-21,19897.4,0.0100015433325229,0.1587695783081516,0.125125,0.074,0.0002936507936507,19899.9005965864,19894.8994034136,1521.1507879423714,1221.3538866055178,85.9571428571268,21.4892857142817
2024-03-22,19994.6,0.0102712601787293,0.1630512005049522,0.1222,0.0745,0.0002956349206349,19997.180576285722,19992.019423714275,1547.3366465619229,1232.0056110057194,87.1396825396664,21.7849206349166
2024-03-26,20005.25,0.0098181127177701,0.155857707571322,0.1282,0.0744,0.000295238095238,20007.71804068348,20002.78195931652,1549.1885741185033,1232.9235248854943,88.3206349206184,22.0801587301546
2024-03-27,20087.8,0.0093230006719273,0.147998047504847,0.127025,0.0744,0.000295238095238,20090.15325231475,20085.446747685248,1571.3025391668234,1241.9462537619654,89.5015873015704,22.3753968253926
2024-03-28,20255.15,0.0089173258402375,0.1415581591979922,0.128325,0.0748,0.0002968253968253,20257.419606637253,20252.88039336275,1617.2979985580153,1260.522532756537,90.6888888888716,22.6722222222179
2024-04-02,20569.75,0.0087947016339571,0.1396115602707837,0.116525,0.0738,0.0002928571428571,20572.023163222966,20567.476836777034,1704.7797718818058,1295.6909563717675,91.8603174603,22.965079365075
2024-04-03,20605.7,0.0095322311293442,0.1513194780469988,0.113725,0.0732,0.0002904761904761,20608.168097317044,20603.231902682957,1713.693636070539,1299.4307877615463,93.02222222220439,23.255555555551098
2024-04-04,20664.65,0.0090598368316763,0.1438204510526345,0.1122,0.073,0.0002896825396825,20667.00249579201,20662.297504207992,1729.179578179022,1305.798974128749,94.18095238093439,23.545238095233596
2024-04-05,20715.1,0.0086393125998922,0.1371448358271701,0.113375,0.0729,0.0002892857142857,20717.348778777283,20712.851221222714,1742.2684605865638,1311.2080985203372,95.33809523807719,23.834523809519297
2024-04-08,20819.1,0.0082432564816553,0.1308576398626882,0.1161,0.0729,0.0002892857142857,20821.256459821005,20816.943540178992,1770.4445081114247,1322.652088958853,96.49523809521999,24.123809523804997
2024-04-10,20915.2,0.0079661387917146,0.1264585329138094,0.111075,0.073,0.0002896825396825,20917.293584891988,20913.106415108014,1796.3844529198514,1333.2018764060333,97.65396825394998,24.413492063487496
2024-04-12,20745.5,0.0076942265002218,0.1221420591035385,0.115325,0.073,0.0002896825396825,20747.505716931173,20743.494283068827,1747.4290648512062,1313.7935307023847,98.81269841267998,24.703174603169995
2024-04-16,20423.0,0.0087517703304521,0.1389300469555801,0.12615,0.0728,0.0002888888888888,20425.24592853868,20420.75407146132,1655.3253954872964,1277.125396290154,99.96825396823517,24.992063492058794
2024-04-18,20324.7,0.0084183402638351,0.1336370087401774,0.1304,0.0728,0.0002888888888888,20326.849963961326,20322.550036038676,1626.495966429668,1265.766958000436,101.12380952379037,25.280952380947593
2024-04-19,20385.2,0.0082365585484397,0.1307513134691689,0.134575,0.0728,0.0002888888888888,20387.309800410978,20383.090199589024,1642.4006143644963,1272.3021505077006,102.27936507934557,25.56984126983639
2024-04-22,20574.85,0.0078835675941734,0.1251477557889039,0.127,0.0729,0.0002892857142857,20576.888168942904,20572.811831057094,1694.706981507306,1293.398268793396,103.43650793648837,25.859126984122092
2024-04-23,20652.65,0.0079724306627665,0.1265584132703174,0.10195,0.0729,0.0002892857142857,20654.718936761823,20650.58106323818,1715.4651895262277,1301.875123429536,104.59365079363117,26.148412698407792
2024-04-24,20730.65,0.0076656048669674,0.1216877047612928,0.10275,0.073,0.0002896825396825,20732.646825550863,20728.65317444914,1736.3071614811472,1310.3857217353134,105.75238095236116,26.43809523809029
2024-04-25,20867.9,0.0073848912727745,0.1172315146020767,0.1073,0.0731,0.0002900793650793,20869.836438586,20865.963561414002,1773.8408779577499,1325.5732559450018,106.91269841267837,26.72817460316959
2024-04-26,20839.35,0.0072923434076538,0.115762362789201,0.10925,0.0731,0.0002900793650793,20841.259555081935,20837.440444918062,1764.6427531466818,1322.0680536396221,108.07301587299557,27.018253968248892
2024-04-29,20992.2,0.0070307984499026,0.1116104652999647,0.12235,0.073,0.0002896825396825,20994.05457163493,20990.34542836507,1806.5726104532012,1339.0138060860397,109.23174603172556,27.30793650793139
2024-04-30,20997.2,0.0070376569729783,0.1117193409784822,0.1287,0.073,0.0002896825396825,20999.056822911505,20995.343177088496,1806.8222446796208,1339.2874693004167,110.39047619045556,27.59761904761389
2024-05-02,21083.6,0.0067611138521615,0.1073293550316808,0.13445,0.073,0.0002896825396825,21085.391200270024,21081.808799729974,1830.0295061317247,1348.7441834050678,111.54920634918555,27.88730158729639
2024-05-06,20864.95,0.006701483289627,0.106382749197649,0.166,0.0727,0.000288492063492,20866.706990576426,20863.193009423576,1767.2696608844383,1323.8133405442486,112.70317460315356,28.17579365078839
2024-05-07,20636.05,0.0066824205473849,0.1060801375459716,0.170075,0.0728,0.0002888888888888,20637.782772446044,20634.317227553955,1701.616965187049,1297.7255955986261,113.85873015870875,28.464682539677188
2024-05-08,20704.9,0.0074747915526224,0.1186586373017129,0.1708,0.0729,0.0002892857142857,20706.84470199867,20702.955298001332,1719.802014031217,1305.1731865648646,115.01587301585155,28.75396825396289
2024-05-09,20344.8,0.0071952585769831,0.1142211888810111,0.182,0.073,0.0002896825396825,20346.639419447707,20342.96058055229,1617.1968593012007,1264.3049341966678,116.17460317458155,29.043650793645387
2024-05-10,20469.1,0.0090592980040186,0.1438118974287426,0.184725,0.073,0.0002896825396825,20471.430095488326,20466.76990451167,1650.9275667799693,1277.9710267119847,117.33333333331154,29.333333333327886
2024-05-13,20511.0,0.0087673882904179,0.1391779743839141,0.206,0.073,0.0002896825396825,20513.25963119135,20508.74036880865,1661.5961033397512,1282.4122508597068,118.49206349204154,29.623015873010385
2024-05-14,20683.8,0.0083556285025265,0.1326414903919693,0.20195,0.073,0.0002896825396825,20685.971651005082,20681.628348994916,1709.1571643088755,1301.6104847711663,119.65079365077153,29.912698412692883
2024-05-15,20741.85,0.0083033271897385,0.1318112327906944,0.202725,0.0729,0.0002892857142857,20744.014114486436,20739.68588551356,1724.3606212432205,1307.8654389734754,120.80793650791433,30.201984126978584
2024-05-16,20929.05,0.0079409638653756,0.1260588933476046,0.19995,0.0729,0.0002892857142857,20931.13835066469,20926.96164933531,1775.9777434730709,1328.6858592939873,121.96507936505714,30.491269841264284
2024-05-17,21064.55,0.0079945017979248,0.1269087816790077,0.197975,0.073,0.0002896825396825,21066.666041920867,21062.43395807913,1812.9950772517889,1343.666602329284,123.12380952378713,30.780952380946783
2024-05-22,21237.75,0.0076354199212551,0.1212085336031366,0.214675,0.0731,0.0002900793650793,21239.787615427926,21235.712384572074,1860.6645785943986,1362.9084504853754,124.28412698410433,31.071031746026083
2024-05-27,21493.0,0.0077603791814299,0.1231922003617602,0.231925,0.0729,0.0002892857142857,21495.0958525443,21490.9041474557,1931.42041298324,1391.3843556694835,125.44126984124713,31.360317460311784
2024-05-28,21387.35,0.0074228022255307,0.1178333323198263,0.24195,0.0729,0.0002892857142857,21389.344829220783,21385.355170779214,1900.5195939497837,1379.1975994846723,126.59841269838994,31.649603174597484
2024-05-29,21256.3,0.0073541870254825,0.116744099786908,0.24175,0.0729,0.0002892857142857,21258.264279214443,21254.335720785555,1862.441201677267,1364.139814004237,127.75555555553274,31.938888888883184
2024-05-30,21038.55,0.0074019256703119,0.1175019272797823,0.24175,0.0729,0.0002892857142857,21040.506777233433,21036.593222766565,1799.9242753828194,1339.3066149150295,128.91269841267552,32.22817460316888
2024-05-31,21103.3,0.0079419840228245,0.1260750878450518,0.246025,0.0729,0.0002892857142857,21105.406008264315,21101.193991735683,1816.9716136439315,1346.2991216480457,130.0698412698183,32.51746031745458
2024-06-03,21797.4,0.007615589184039,0.1208937304092039,0.209375,0.0728,0.0002888888888888,21799.485878410025,21795.314121589978,2011.418943307499,1424.2513868468059,131.2253968253735,32.80634920634338
2024-06-06,21365.0,0.0261244642934038,0.4147130139307993,0.168,0.0729,0.0002892857142857,21372.013420814,21357.986579186,1887.0230044541026,1374.666582734019,132.3825396825163,33.095634920629074
2024-06-07,21764.15,0.0249245807204512,0.3956654527132144,0.168825,0.0729,0.0002892857142857,21770.966307806004,21757.333692194,1998.4017817476822,1419.391665080022,133.53968253965908,33.38492063491477
2024-06-10,21808.25,0.024069984239949,0.3820991541608955,0.163975,0.073,0.0002896825396825,21814.845933316177,21801.654066683823,2009.7325224331723,1424.0977708780276,134.6984126983891,33.67460317459727
2024-06-11,21852.0,0.0226276283597434,0.3592024643944409,0.14765,0.073,0.0002896825396825,21858.213122031546,21845.786877968454,2021.010407852667,1428.7827345696346,135.8571428571191,33.964285714279775
2024-06-12,21960.95,0.0212775359494661,0.3377704118071441,0.143875,0.073,0.0002896825396825,21966.8215414817,21955.078458518303,2050.650018739306,1440.8123884481,137.0158730158491,34.25396825396228
2024-06-13,22074.3,0.0200509402309421,0.3182988084245582,0.134875,0.0729,0.0002892857142857,22079.86162091862,22068.73837908138,2081.522214089918,1453.3348380169164,138.1730158729919,34.543253968247974
2024-06-14,22214.3,0.0189095611258702,0.300179976842564,0.128225,0.073,0.0002896825396825,22219.578296819993,22209.021703180006,2119.895290835535,1468.8578782389725,139.3317460317219,34.83293650793048
2024-06-18,22329.6,0.0178758935626889,0.2837710129796114,0.12965,0.0731,0.0002900793650793,22334.61566425353,22324.584335746466,2151.300495366724,1481.5940076704958,140.4920634920391,35.12301587300978
2024-06-20,22305.1,0.0160041835543688,0.2540585377289379,0.13345,0.0729,0.0002892857142857,22309.585568693637,22300.61443130636,2143.3886392182444,1478.602836639675,141.6492063491819,35.412301587295474
2024-06-21,22236.2,0.0151041296033567,0.2397706242034238,0.1318,0.073,0.0002896825396825,22240.420230052594,22231.979769947407,2122.8886780384996,1470.5766616915869,142.8079365079119,35.701984126977976
2024-06-24,22289.1,0.0143008145456362,0.2270183930004524,0.140575,0.073,0.0002896825396825,22293.105282899614,22285.094717100383,2136.6977271798223,1476.2740908719256,143.9666666666419,35.99166666666048
2024-06-25,22370.65,0.0134990522840094,0.2142908116712849,0.143125,0.073,0.0002896825396825,22374.444563425892,22366.85543657411,2158.5791480537528,1485.200468745307,145.12539682537192,36.28134920634298
2024-06-26,22436.8,0.0127718649875176,0.2027470712127891,0.14045,0.0732,0.0002904761904761,22440.400768652653,22433.199231347346,2176.112908661406,1492.3882587026542,146.28730158727632,36.57182539681908
2024-06-27,22537.4,0.0120825928401233,0.1918052150868964,0.141525,0.0731,0.0002900793650793,22540.821716228616,22533.978283771386,2203.3521038732392,1503.457984406435,147.44761904759352,36.86190476189838
2024-06-28,22559.7,0.0114775606222819,0.1822006263853543,0.138025,0.0731,0.0002900793650793,22562.953591360198,22556.446408639804,2208.5232985830826,1505.7005099094201,148.60793650791072,37.15198412697768
2024-07-01,22727.6,0.0108624843239204,0.1724365928485857,0.1383,0.0729,0.0002892857142857,22730.70215071085,22724.497849289146,2254.7230111785275,1524.3539663761694,149.7650793650535,37.44126984126338
2024-07-02,22677.8,0.0104880167920866,0.1664921050687845,0.1364,0.0729,0.0002892857142857,22680.788646112735,22674.811353887264,2239.5642258980843,1518.4640236925636,150.9222222221963,37.730555555549074
2024-07-03,22851.2,0.0099947431765304,0.1586616291783561,0.13205,0.0729,0.0002892857142857,22854.06986135135,22848.330138648653,2287.304634745959,1537.7337586602846,152.07936507933908,38.01984126983477
2024-07-04,22914.2,0.009712603101781,0.1541827943423233,0.12855,0.0729,0.0002892857142857,22916.99653751393,22911.403462486072,2303.9215393372733,1544.5540919253817,153.23650793648187,38.30912698412047
2024-07-05,22987.65,0.0092403542764719,0.1466860766500617,0.12695,0.073,0.0002896825396825,22990.319092282014,22984.98090771799,2323.496915503101,1552.5580519155224,154.39523809521188,38.59880952380297
2024-07-08,22971.15,0.0088138075943426,0.139914857989218,0.136,0.073,0.0002896825396825,22973.69405665574,22968.605943344264,2317.7237243323652,1550.4225849710376,155.5539682539419,38.88849206348547
2024-07-09,23067.35,0.0084100254752494,0.1335050155633667,0.1428,0.0729,0.0002892857142857,23069.787673754785,23064.912326245212,2343.705696954264,1560.9889454483687,156.71111111108468,39.17777777777117
2024-07-11,23005.25,0.0080814619621321,0.1282892314897788,0.13995,0.073,0.0002896825396825,23007.586132885146,23002.913867114854,2325.075815962344,1553.7108025754098,157.86984126981469,39.46746031745367
2024-07-12,23095.45,0.0078048985067279,0.1238989227414093,0.13725,0.073,0.0002896825396825,23097.71503241384,23093.184967586163,2349.355460149276,1563.5964697739926,159.0285714285447,39.757142857136174
2024-07-15,23209.85,0.0075175880358051,0.11933801041065,0.141875,0.0729,0.0002892857142857,23212.04246000064,23207.657539999356,2380.4566605952955,1576.2105213809718,160.18571428568748,40.04642857142187
2024-07-16,23204.25,0.0073035449297037,0.1159401814390977,0.142225,0.0729,0.0002892857142857,23206.379522042083,23202.120477957917,2377.739174990032,1575.2970985674376,161.34285714283027,40.33571428570757
