Date,PX_LAST,GARCH_Volatility,Sigma_Annualized,VIX,SOFR3M,Daily_STIR,Theoretical_Spread
2020-04-14,2846.06,0.018380210253686358,0.29177679225800107,0.3776,0.0006499999999999,2.5793650793646827e-06,1.3146322909796027
2020-04-15,2783.36,0.019635716486386824,0.31170733582530324,0.4084,0.0006,2.3809523809523808e-06,1.373491259979346
2020-04-16,2799.55,0.01987700245130244,0.3155376317734051,0.4011,0.0006499999999999,2.5793650793646827e-06,1.3984562509615444
2020-04-17,2874.56,0.018778109247453326,0.2980932429645825,0.3815,0.0004999999999999,1.9841269841265876e-06,1.3565412605094025
2020-04-20,2823.16,0.019452481633860715,0.3087985727174811,0.4382999999999999,0.0004999999999999,1.9841269841265876e-06,1.380130878095315
2020-04-21,2736.56,0.01926205239288137,0.30577560223356437,0.4540999999999999,0.0003749999999999,1.4880952380948413e-06,1.3246992851528603
2020-04-22,2799.31,0.020765363590682703,0.32963992766869005,0.4197999999999999,0.0003749999999999,1.4880952380948413e-06,1.4608320837534166
2020-04-23,2797.8,0.020728168588319357,0.3290494753110828,0.4138,0.0003749999999999,1.4880952380948413e-06,1.4574288472604167
2020-04-24,2836.74,0.019512483625284162,0.30975107480233155,0.3593,0.0003249999999999,1.289682539682143e-06,1.3910471512027698
2020-04-27,2878.48,0.01882570870437174,0.29884886091786966,0.3329,0.000275,1.0912698412698414e-06,1.36183446108123
2020-04-28,2863.39,0.018257585077908124,0.2898301779404924,0.3357,0.0003249999999999,1.289682539682143e-06,1.3138131589215618
2020-04-29,2939.51,0.01730563289632027,0.2747184055454512,0.3123,0.00015,5.952380952380952e-07,1.2784160140508902
2020-04-30,2912.43,0.018182408165205433,0.28863678144842275,0.3414999999999999,0.0001749999999999,6.944444444440476e-07,1.3308118819910533
2020-05-01,2830.71,0.01742220676115419,0.27656895827977246,0.3718999999999999,0.00025,9.92063492063492e-07,1.2393909351505954
2020-05-04,2842.74,0.018849350234403973,0.29922415857233975,0.3596999999999999,0.0001999999999999,7.936507936503968e-07,1.3466145223050034
2020-05-05,2868.44,0.017784437396475842,0.28231919134963257,0.3361,0.0003499999999999,1.388888888888492e-06,1.2820225746675078
2020-05-06,2848.42,0.01695513313480267,0.26915439432407307,0.3411999999999999,0.0003499999999999,1.388888888888492e-06,1.2137102072751986
2020-05-07,2881.19,0.01617266366719007,0.2567330766052488,0.3144,0.0004,1.5873015873015873e-06,1.1710170783106832
2020-05-08,2929.8,0.015617234879729196,0.24791591794948306,0.2798,0.00045,1.7857142857142857e-06,1.1498783393448093
2020-05-11,2930.32,0.015569154264140999,0.24715266183910747,0.2757,0.0004749999999999,1.884920634920238e-06,1.1465416807237716
2020-05-12,2870.12,0.014690337618759323,0.23320188008888373,0.3303999999999999,0.0004749999999999,1.884920634920238e-06,1.059599172237995
2020-05-13,2820.0,0.015457184693045856,0.24537520000196159,0.3528,0.0004,1.5873015873015873e-06,1.0954417310617828
2020-05-14,2852.5,0.015706709598050032,0.24933628506931,0.3261,0.0004,1.5873015873015873e-06,1.1259539882455556
2020-05-15,2863.7,0.015194363077598336,0.24120303620008324,0.3189,0.0004,1.5873015873015873e-06,1.0935025418713167
2020-05-18,2953.91,0.014372835813204653,0.22816169517901388,0.293,0.0004,1.5873015873015873e-06,1.0669633525346853
2020-05-19,2922.94,0.016595674871659034,0.26344817129816145,0.3053,0.0003499999999999,1.388888888888492e-06,1.219058629014853
2020-05-20,2971.61,0.01605382986317593,0.25484664844863353,0.2799,0.0003249999999999,1.289682539682143e-06,1.198892499103522
2020-05-21,2948.51,0.015933657735669408,0.25293897506521074,0.2953,0.0003249999999999,1.289682539682143e-06,1.180668197322234
2020-05-22,2955.45,0.015274401491586789,0.24247360663255613,0.2816,0.0003249999999999,1.289682539682143e-06,1.1344819641786899
2020-05-26,2991.77,0.014422160841949834,0.22894470573583905,0.2801,0.0003749999999999,1.4880952380948413e-06,1.0843470864182336
2020-05-27,3036.13,0.014088120093684193,0.22364197324980215,0.2762,0.0004,1.5873015873015873e-06,1.0749374361006403
2020-05-28,3029.73,0.014015281431857643,0.22248569533965942,0.2859,0.0003749999999999,1.4880952380948413e-06,1.0671255795540446
2020-05-29,3044.31,0.013272884195892823,0.21070050457735154,0.2751,0.0003499999999999,1.388888888888492e-06,1.0154626662916826
2020-06-01,3055.73,0.012612196999578358,0.20021242048223603,0.2823,0.0003499999999999,1.388888888888492e-06,0.9685354170750315
2020-06-02,3080.82,0.011970310386917545,0.19002278640022308,0.2683999999999999,0.0003499999999999,1.388888888888492e-06,0.9267903872771512
2020-06-03,3122.87,0.011574119412325517,0.18373344965747018,0.2566,0.0004,1.5873015873015873e-06,0.9083467127403537
2020-06-04,3112.35,0.011685910580011569,0.1855080794282951,0.2581,0.0003749999999999,1.4880952380948413e-06,0.9140306790519617
2020-06-05,3193.93,0.011152879628127492,0.17704647538958326,0.2452,0.0003749999999999,1.4880952380948413e-06,0.8952043705334063
2020-06-08,3232.39,0.013216788854683997,0.20981001864206433,0.2581,0.0004,1.5873015873015873e-06,1.0736419891684363
2020-06-09,3207.18,0.012984850435202743,0.20612811037749168,0.2757,0.0003749999999999,1.4880952380948413e-06,1.0465743067150015
2020-06-10,3190.14,0.012582124105811172,0.1997350280935638,0.2757,0.0003499999999999,1.388888888888492e-06,1.0087266390016794
2020-06-11,3002.1,0.012064237541801165,0.1915138337592905,0.4079,0.0003749999999999,1.4880952380948413e-06,0.9101957807247345
2020-06-12,3041.31,0.022575609393789723,0.3583766889102075,0.3609,0.0004,1.5873015873015873e-06,1.7254799995912435
2020-06-15,3066.59,0.02158077886214167,0.342584243809838,0.344,0.0004,1.5873015873015873e-06,1.663154481229867
2020-06-16,3124.74,0.020441573334766882,0.3244999167040947,0.3367,0.0004,1.5873015873015873e-06,1.605232596849305
2020-06-17,3113.49,0.02006094826556483,0.31845768104890243,0.3347,0.0008499999999999,3.373015873015476e-06,1.5696712244433684
2020-06-18,3115.34,0.01893574686383293,0.3005956625458391,0.3293999999999999,0.000775,3.0753968253968252e-06,1.482510089205789
2020-06-23,3131.29,0.017832388829657573,0.2830803967528805,0.3137,0.000725,2.876984126984127e-06,1.4032743482730439
2020-06-24,3050.33,0.01685604228069361,0.26758137578103175,0.3384,0.0006999999999999,2.777777777777381e-06,1.2921478540559974
2020-06-25,3083.76,0.01804075951687766,0.2863881788662803,0.3222,0.0006749999999999,2.6785714285710317e-06,1.398122284737724
2020-06-26,3009.05,0.017292381733747142,0.2745080498609453,0.3472999999999999,0.0006499999999999,2.5793650793646827e-06,1.307657443196831
2020-06-29,3053.24,0.01816140567266457,0.2883033772153691,0.3178,0.0006499999999999,2.5793650793646827e-06,1.3935423524678754
