Date,PX_LAST,PX_VOLUME_x,NIFVIX,IN003M,PX_BID,PX_VOLUME_y,PX_ASK,PX_SPREAD
07-08-2024,22848.9,2459162870,0.1617,0.0726,24368,331278,24373.85,5.85
06-08-2024,22443.3,2700060868,0.187425,0.0726,24090,422172,24090.6,0.6
05-08-2024,22542.45,4019339380,0.203675,0.0727,24093,713540,24094.1,1.1
02-08-2024,23259.45,3092360383,0.1432,0.0728,24700,329256,24702.25,2.25
01-08-2024,23506.6,2921486076,0.1293,0.0728,25036.7,229057,25037,0.3
31-07-2024,23530.8,3214906956,0.1325,0.0728,25032.25,164889,25033,0.75
30-07-2024,23440.9,2998713350,0.1288,0.0729,24932.5,211184,24935.45,2.95
29-07-2024,23394.2,3610725502,0.12945,0.0728,24922,281192,24922.55,0.55
26-07-2024,23292.05,3452517187,0.122475,0.0729,24915,409727,24923.35,8.35
24-07-2024,22921.45,3151242673,0.117625,0.0729,24420.25,315393,24425,4.75
23-07-2024,22865.2,4563155207,0.127475,0.073,24452.95,535506,24453,0.05
22-07-2024,22942.65,2960904216,0.154375,0.073,24516.9,235289,24516.95,0.05
19-07-2024,22853.6,3021861091,0.14825,0.073,24528.25,320221,24529.9,1.65
18-07-2024,23210.05,3562225671,0.1451,0.0729,24808,377529,24811.25,3.25
16-07-2024,23204.25,3433520204,0.142225,0.0729,24636,130886,24642.45,6.45
15-07-2024,23209.85,3431429146,0.141875,0.0729,24622.05,133595,24623.95,1.9
12-07-2024,23095.45,3536966325,0.13725,0.073,24525,260938,24529,4
11-07-2024,23005.25,3376625661,0.13995,0.073,24402.25,231355,24406,3.75
09-07-2024,23067.35,3256181171,0.1428,0.0729,24478.3,146868,24484.95,6.65
08-07-2024,22971.15,3703429691,0.136,0.073,24374,130096,24379.9,5.9
05-07-2024,22987.65,4125904647,0.12695,0.073,24386,230381,24388.1,2.1
04-07-2024,22914.2,3070438123,0.12855,0.0729,24375,196993,24375.2,0.2
03-07-2024,22851.2,3147581494,0.13205,0.0729,24365,210056,24365.1,0.1
02-07-2024,22677.8,2902278584,0.1364,0.0729,24210.3,211888,24210.9,0.6
01-07-2024,22727.6,2754975054,0.1383,0.0729,24212,163209,24218.1,6.1
28-06-2024,22559.7,4300793170,0.138025,0.0731,24131,284644,24132.15,1.15
27-06-2024,22537.4,4298989006,0.141525,0.0731,24047.1,306976,24047.6,0.5
26-06-2024,22436.8,3830080666,0.14045,0.0732,23856,228932,23862.1,6.1
25-06-2024,22370.65,2647422434,0.143125,0.073,23735,254050,23735.2,0.2
24-06-2024,22289.1,3220275933,0.140575,0.073,23552.35,259606,23555,2.65
21-06-2024,22236.2,4820720134,0.1318,0.073,23460.05,301184,23466,5.95
20-06-2024,22305.1,3470265929,0.13345,0.0729,23592.25,222217,23597.9,5.65
19-06-2024,22224.9,5221059451,0.137125,0.073,23492.75,312950,23499.95,7.2
18-06-2024,22329.6,3239115179,0.12965,0.0731,23570,160903,23573,3
14-06-2024,22214.3,3423138435,0.128225,0.073,23456.55,181496,23457.1,0.55
13-06-2024,22074.3,3119002321,0.134875,0.0729,23395,205751,23397,2
12-06-2024,21960.95,3547255322,0.143875,0.073,23358.05,236735,23360,1.95
11-06-2024,21852,4474509649,0.14765,0.073,23312.65,231449,23315.4,2.75
10-06-2024,21808.25,3708562255,0.163975,0.073,23231.1,310009,23236,4.9
07-06-2024,21764.15,3728221614,0.168825,0.0729,23334.15,517101,23339.9,5.75
06-06-2024,21365,3836693455,0.168,0.0729,22933,613773,22933.8,0.8
05-06-2024,21054.4,5521353106,0.18885,0.0729,22582.2,785272,22598.7,16.5
04-06-2024,20323.85,9292932794,0.267475,0.0729,21967.8,1615661,21975.5,7.7
03-06-2024,21797.4,5205916071,0.209375,0.0728,23445,561462,23450,5
31-05-2024,21103.3,6422818788,0.246025,0.0729,22699,525192,22703.85,4.85
30-05-2024,21038.55,3528931646,0.24175,0.0729,22487.15,241362,22489.8,2.65
29-05-2024,21256.3,2528100147,0.24175,0.0729,22731,280759,22733,2
28-05-2024,21387.35,2846079137,0.24195,0.0729,22926,198257,22931,5
27-05-2024,21493,3597182686,0.231925,0.0729,23001.1,231983,23006,4.9
24-05-2024,21483.75,5235852004,0.2171,0.073,23015.5,219961,23024.5,9
22-05-2024,21237.75,2968295743,0.214675,0.0731,22666.55,145086,22671.9,5.35
21-05-2024,21187.65,3541801901,0.2181,0.0731,22590.15,185970,22598.35,8.2
17-05-2024,21064.55,2674258575,0.197975,0.073,22508,198597,22511.2,3.2
16-05-2024,20929.05,2468004009,0.19995,0.0729,22473.05,554977,22473.25,0.2
15-05-2024,20741.85,2168807435,0.202725,0.0729,22277.25,217207,22280.7,3.45
14-05-2024,20683.8,2613657232,0.20195,0.073,22312,266745,22314,2
13-05-2024,20511,2403861861,0.206,0.073,22224.25,341795,22225,0.75
10-05-2024,20469.1,2251112716,0.184725,0.073,22127.05,286527,22128,0.95
09-05-2024,20344.8,2629593512,0.182,0.073,22071,465931,22072.85,1.85
08-05-2024,20704.9,2700523845,0.1708,0.0729,22392.85,299555,22395,2.15
07-05-2024,20636.05,3745388966,0.170075,0.0728,22375.2,280721,22381,5.8
06-05-2024,20864.95,3088823169,0.166,0.0727,22558,239700,22563.25,5.25
03-05-2024,20959.55,4063049939,0.146175,0.0728,22551.5,438242,22558.75,7.25
02-05-2024,21083.6,3285590029,0.13445,0.073,22779.95,192043,22780.45,0.5
30-04-2024,20997.2,3682351577,0.1287,0.073,22701.05,220124,22707.8,6.75
29-04-2024,20992.2,4106537293,0.12235,0.073,22745.15,230568,22750,4.85
26-04-2024,20839.35,6609930870,0.10925,0.0731,22575,249718,22576.45,1.45
25-04-2024,20867.9,10777793802,0.1073,0.0731,22574.05,189252,22574.85,0.8
24-04-2024,20730.65,3698759237,0.10275,0.073,22420.45,111041,22423.8,3.35
23-04-2024,20652.65,4892690439,0.10195,0.0729,22353,97461,22354.95,1.95
22-04-2024,20574.85,3699091927,0.127,0.0729,22393.3,117528,22398.9,5.6
19-04-2024,20385.2,2718366244,0.134575,0.0728,22123,248988,22126.7,3.7
18-04-2024,20324.7,2963788705,0.1304,0.0728,22080.9,270313,22080.95,0.05
16-04-2024,20423,3114134468,0.12615,0.0728,22211,157026,22211.65,0.65
15-04-2024,20478.75,3195294477,0.124675,0.0729,22357.4,179625,22364.9,7.5
12-04-2024,20745.5,3259798445,0.115325,0.073,22602.5,170291,22606.1,3.6
10-04-2024,20915.2,2571997470,0.111075,0.073,22803,79696,22804.25,1.25
08-04-2024,20819.1,2748171184,0.1161,0.0729,22750,109833,22752,2
05-04-2024,20715.1,2829777044,0.113375,0.0729,22609,86817,22611.85,2.85
04-04-2024,20664.65,3312201717,0.1122,0.073,22635,218360,22638,3
03-04-2024,20605.7,3025903603,0.113725,0.0732,22546.9,125588,22549.95,3.05
02-04-2024,20569.75,2812875267,0.116525,0.0738,22575.15,83787,22577.9,2.75
28-03-2024,20255.15,2575774679,0.128325,0.0748,22327.05,163349,22328.5,1.45
27-03-2024,20087.8,2821941113,0.127025,0.0744,22193,118439,22194,1
26-03-2024,20005.25,2342861791,0.1282,0.0744,22096,131913,22096.6,0.6
22-03-2024,19994.6,2601590005,0.1222,0.0745,22155,169540,22155.9,0.9
21-03-2024,19897.4,2205657684,0.125125,0.074,22118.9,133047,22120,1.1
20-03-2024,19632.05,2152106925,0.134725,0.074,21917,137718,21919,2
19-03-2024,19610.55,2128707541,0.141125,0.0739,21881.3,152613,21883,1.7
18-03-2024,19843.1,2242840601,0.13895,0.0737,22132,118534,22134,2
15-03-2024,19825.2,4157467749,0.1369,0.0735,22118.85,179780,22120.25,1.4
14-03-2024,19916.35,3824941788,0.136225,0.0732,22257.3,178685,22258.65,1.35
13-03-2024,19646.3,4148646418,0.144325,0.0733,22070.05,229024,22076.45,6.4
12-03-2024,20171.4,2434750501,0.136375,0.0735,22437,122450,22440,3
11-03-2024,20288.75,2281689016,0.13995,0.0737,22408,124034,22408.8,0.8
07-03-2024,20434.8,2434634823,0.136125,0.0735,22535.4,106179,22539.8,4.4
06-03-2024,20379.55,3554796977,0.14295,0.0733,22602,187651,22602.9,0.9
05-03-2024,20382,2710712112,0.1438,0.0733,22436.95,124564,22438.45,1.5
04-03-2024,20432.05,2541259609,0.149225,0.0734,22500.8,75588,22500.95,0.15
01-03-2024,20349.8,2820288533,0.15235,0.0734,22451.25,180557,22452.2,0.95
29-02-2024,20090.05,4894904342,0.155725,0.0735,21983.4,143145,21985.7,2.3
28-02-2024,20020.4,3851293884,0.1633,0.0736,21895.3,147189,21896,0.7
27-02-2024,20292.85,2851313136,0.157275,0.0736,22194,123409,22194.5,0.5
26-02-2024,20255.8,2815171234,0.156,0.0736,22139.05,119614,22145,5.95
23-02-2024,20313.5,3983564647,0.149725,0.0735,22217,120520,22222,5
22-02-2024,20283.95,3174404190,0.151975,0.0734,22261.2,206565,22267.95,6.75
21-02-2024,20128.3,3136478294,0.159275,0.0734,22035,133217,22040.2,5.2
20-02-2024,20271.9,2683292892,0.160725,0.0736,22228.2,117158,22232.5,4.3
16-02-2024,20164.9,3105938792,0.152225,0.0736,22086.05,108026,22089.5,3.45
15-02-2024,20037,3540748825,0.15225,0.0736,22013.15,164763,22016,2.85
14-02-2024,19922.3,3452460056,0.15435,0.0738,21923,185897,21925,2
13-02-2024,19782.9,3926949914,0.158075,0.0739,21814.95,138222,21816.75,1.8
12-02-2024,19675.2,4040128867,0.160625,0.0739,21696,134426,21700,4
09-02-2024,19961.5,5412702219,0.154475,0.0739,21839,151304,21849,10
08-02-2024,19987.55,5597812747,0.158275,0.0739,21826.8,218972,21829.5,2.7
07-02-2024,20109.55,5801832023,0.15505,0.0737,22018.95,132898,22020,1.05
06-02-2024,20033.75,4596317890,0.15785,0.0734,22000.7,129365,22001.85,1.15
05-02-2024,19853.5,5177883732,0.156175,0.0734,21785.15,158291,21789,3.85
02-02-2024,19910.8,4994606315,0.146975,0.0736,21952,236827,21959,7
01-02-2024,19777.35,4212858467,0.14455,0.0736,21741,180971,21742.1,1.1
31-01-2024,19802.1,3599211184,0.160475,0.0736,21785,146625,21786.45,1.45
30-01-2024,19574.2,3966485047,0.161025,0.0736,21623.5,163520,21625.05,1.55
29-01-2024,19711.65,4154055990,0.1568,0.0737,21875.1,181214,21881,5.9
25-01-2024,19393,3856360301,0.13865,0.0735,21351.85,145154,21354,2.15
24-01-2024,19451,4176952727,0.14375,0.0735,21487,213430,21488.9,1.9
23-01-2024,19206.45,4475907765,0.148525,0.0737,21202.5,252641,21204,1.5
19-01-2024,19606.4,3753898573,0.138775,0.0735,21675,125832,21677.95,2.95
18-01-2024,19414.8,3717800632,0.1407,0.0733,21548.1,227826,21549.95,1.85
17-01-2024,19487.6,4149082169,0.1508,0.073,21585,229664,21587.5,2.5
16-01-2024,19827.55,4145496111,0.135725,0.0731,22025.75,103215,22027,1.25
15-01-2024,19885.55,3512194587,0.13785,0.0731,22140.35,103458,22140.5,0.15
12-01-2024,19745.6,3100898911,0.131,0.073,21973,150912,21974,1
11-01-2024,19584.35,3371843146,0.127675,0.073,21689.8,113071,21690.95,1.15
10-01-2024,19517.85,3610350019,0.1297,0.073,21720,139789,21721,1
09-01-2024,19459.55,3705263366,0.132625,0.073,21628.8,158139,21629.85,1.05
08-01-2024,19417.7,3520384583,0.134625,0.073,21568,145034,21571.95,3.95
05-01-2024,19590.6,4035259186,0.1263,0.0729,21785,135030,21785.7,0.7
04-01-2024,19541.25,3245969708,0.1333,0.0729,21806.2,121774,21810,3.8
03-01-2024,19367.15,3635632781,0.140975,0.0729,21597.2,135616,21598,0.8
02-01-2024,19418.4,4059867523,0.1458,0.0729,21752.9,167847,21754,1.1
01-01-2024,19469.5,4273816051,0.1468,0.0728,21830,109309,21830.15,0.15
29-12-2023,19429.15,4243114147,0.145025,0.0729,21861.05,127070,21865,3.95
28-12-2023,19399.25,3239161862,0.1514,0.0728,21780.75,135417,21781,0.25
27-12-2023,19296.95,2085427238,0.155575,0.0727,21687,141482,21690,3
26-12-2023,19148.85,2213225409,0.146775,0.0727,21499.15,131234,21499.4,0.25
22-12-2023,19054.7,2606979408,0.137075,0.0727,21385.5,166585,21392.3,6.8
21-12-2023,18941.8,3061283261,0.137575,0.0727,21377,196078,21378.5,1.5
20-12-2023,18779.45,3869629465,0.1445,0.0727,21174.9,217416,21175,0.1
19-12-2023,19169.25,2952383513,0.138675,0.0727,21529,125220,21529.95,0.95
18-12-2023,19155.55,3411935390,0.139,0.0726,21462.4,98023,21466,3.6
15-12-2023,19145.05,4026737741,0.131275,0.0725,21558.2,149664,21561.9,3.7
14-12-2023,18973.85,3964170290,0.1232,0.0726,21349,163196,21354,5
13-12-2023,18751.45,2980124262,0.12065,0.0725,21035.8,129598,21039.9,4.1
12-12-2023,18686.8,3315095173,0.127125,0.0725,21008,89183,21009.75,1.75
11-12-2023,18770.2,2910999327,0.127575,0.0725,21077.55,78735,21079.75,2.2
08-12-2023,18703.5,3554209377,0.1247,0.0724,21090.2,131702,21095,4.8
07-12-2023,18703.85,3279324297,0.126725,0.0724,21033.85,101648,21036.2,2.35
06-12-2023,18680,2728901593,0.1374,0.0724,21040.1,123372,21045.75,5.65
05-12-2023,18588.55,2852550634,0.134575,0.0724,20953.9,131822,20954,0.1
04-12-2023,18448.5,2948071842,0.129925,0.0723,20803.5,146319,20804.6,1.1
01-12-2023,18115.35,2479015512,0.123825,0.0724,20360.9,106287,20361.4,0.5
30-11-2023,17987.95,4614613613,0.1269,0.0725,20132.25,135818,20134,1.75
29-11-2023,17904.1,2241826737,0.127075,0.0724,20140.3,118269,20143,2.7
28-11-2023,17741.8,2261323567,0.12175,0.0724,19953,105973,19953.65,0.65
24-11-2023,17643.5,1805583186,0.1133,0.0724,19825.35,63650,19827.95,2.6
23-11-2023,17639.4,1688922649,0.11315,0.0724,19875.05,77037,19875.5,0.45
22-11-2023,17627.7,1813913168,0.11865,0.0723,19887.3,81891,19890,2.7
21-11-2023,17627.6,2017504083,0.122325,0.0723,19839.5,74641,19840.45,0.95
20-11-2023,17573.65,2184320622,0.121475,0.0723,19748,72335,19750,2
17-11-2023,17600.5,2971852562,0.118275,0.0723,19798,78671,19804.7,6.7
16-11-2023,17593.1,2235488454,0.116475,0.0723,19834.4,133013,19834.95,0.55
15-11-2023,17508.05,2778717630,0.11135,0.0723,19722,122153,19723.6,1.6
13-11-2023,17318.6,2274406863,0.111875,0.0723,19488.05,56581,19493,4.95
10-11-2023,17256.6,1653305196,0.111075,0.0723,19500.2,98682,19504.95,4.75
09-11-2023,17218.9,2149701076,0.109825,0.0722,19476,84124,19479.8,3.8
08-11-2023,17259.7,2311203629,0.110375,0.0722,19488,70863,19490,2
07-11-2023,17187.8,2161944906,0.111925,0.0721,19480.05,85411,19480.3,0.25
06-11-2023,17159.4,1889030684,0.11105,0.0721,19483.6,103633,19485.3,1.7
03-11-2023,17000.95,2448308159,0.108825,0.0722,19296,99737,19301.85,5.85
02-11-2023,16890.8,2235651847,0.11075,0.0721,19248.2,151510,19249.3,1.1
01-11-2023,16732.95,2394602492,0.120475,0.0722,19054,100474,19055,1
31-10-2023,16801.1,1845557225,0.11825,0.0721,19165,125003,19167.1,2.1
30-10-2023,16826.1,2056337293,0.1149,0.0721,19228,121659,19234.3,6.3
27-10-2023,16765.45,2144661835,0.10905,0.0721,19144,121503,19145,1
26-10-2023,16555.45,2559209601,0.1173,0.0721,18855.75,134122,18859,3.25
25-10-2023,16760.8,2453603647,0.113125,0.0721,19129.25,176093,19130,0.75
23-10-2023,16888.7,2543981305,0.10905,0.0721,19260,116098,19262.8,2.8
20-10-2023,17208.75,2592838352,0.108175,0.072,19524.5,75889,19527,2.5
19-10-2023,17310.5,2047701985,0.108975,0.0719,19616.2,116100,19619.75,3.55
18-10-2023,17344,2315592981,0.10965,0.0719,19666.2,100198,19669.4,3.2
17-10-2023,17467.7,2188920330,0.10695,0.0718,19806.05,69732,19808,1.95
16-10-2023,17393,2160925926,0.1107,0.0718,19730.5,75101,19732,1.5
13-10-2023,17390.35,2275987382,0.106175,0.0717,19732.2,114639,19734,1.8
12-10-2023,17419.7,2136741693,0.106175,0.0717,19841.5,83809,19842.05,0.55
11-10-2023,17407.35,2194642171,0.10985,0.0716,19850,94632,19851.8,1.8
10-10-2023,17303.35,2004738414,0.1127,0.0716,19745,99715,19746,1
09-10-2023,17127.7,2336945710,0.114,0.0716,19522,105864,19529.35,7.35
06-10-2023,17293.6,2240986830,0.103,0.0716,19686.75,100542,19689.8,3.05
05-10-2023,17195.8,2478393398,0.1094,0.0717,19565,134410,19568.5,3.5
04-10-2023,17123.1,2995745776,0.11655,0.0717,19476,125122,19477.2,1.2
03-10-2023,17254.4,2473844599,0.117875,0.0718,19563.1,108306,19563.35,0.25
29-09-2023,17292.6,2128945938,0.114525,0.0719,19711.05,145026,19717.85,6.8
28-09-2023,17170.45,2924755808,0.128225,0.0717,19522.9,131488,19525,2.1
27-09-2023,17341.6,2419655507,0.11585,0.0717,19719.35,116186,19724.8,5.45
26-09-2023,17276.75,2387174771,0.11185,0.0716,19665,78080,19666,1
25-09-2023,17272.55,2341597646,0.109,0.0715,19699.05,124504,19704.55,5.5
22-09-2023,17260.8,3034806980,0.1066,0.0716,19705,113657,19710.1,5.1
21-09-2023,17303.5,2882275073,0.108175,0.0716,19763.25,166836,19769.85,6.6
20-09-2023,17449.35,3096785738,0.111275,0.0715,19967,135076,19972.5,5.5
18-09-2023,17613.6,4463929137,0.10835,0.0715,20169.3,67382,20173.7,4.4
15-09-2023,17665.8,4139215405,0.109025,0.0715,20242.8,77744,20245,2.2
14-09-2023,17603.5,2950886983,0.113175,0.0714,20187,133266,20187.45,0.45
13-09-2023,17526.75,3477337990,0.118275,0.0714,20126,88689,20129.6,3.6
12-09-2023,17460.55,4434063514,0.1169,0.0714,20035.55,137726,20037.3,1.75
11-09-2023,17653.35,3717256390,0.113475,0.0714,20046.05,90088,20049.5,3.45
08-09-2023,17487.45,2991394084,0.1078,0.0714,19873.95,101422,19875,1.05
07-09-2023,17385.5,2721652402,0.108725,0.0714,19767.05,125719,19767.9,0.85
06-09-2023,17284.6,3048670194,0.106775,0.0712,19665,108385,19665.2,0.2
05-09-2023,17252.1,3770276315,0.10815,0.0714,19650,73254,19650.3,0.3
04-09-2023,17180.95,4456744993,0.109625,0.0715,19614.35,80046,19614.45,0.1
01-09-2023,17074.55,3986137682,0.11365,0.0717,19518,116553,19519.5,1.5
31-08-2023,16924.3,3889520050,0.120625,0.0717,19252.95,117738,19255,2.05
30-08-2023,16968.95,2247531529,0.118,0.0719,19336,110017,19340,4
29-08-2023,16927.3,2514035480,0.12225,0.072,19345.6,99552,19349.1,3.5
28-08-2023,16875.3,2442612427,0.123975,0.0721,19314.55,106263,19315.05,0.5
25-08-2023,16820.85,2505024001,0.120825,0.0721,19223.8,130106,19223.9,0.1
24-08-2023,16930.15,2414350939,0.117,0.0721,19390,124939,19394.5,4.5
23-08-2023,16950.25,2283721450,0.117275,0.0721,19431.9,80992,19433,1.1
22-08-2023,16905.25,2251650519,0.117475,0.0721,19381.2,61454,19388.95,7.75
21-08-2023,16852.05,1765280807,0.1196,0.0721,19399.95,117457,19400,0.05
18-08-2023,16757.7,1900554888,0.121425,0.0718,19315,127437,19316.2,1.2
17-08-2023,16802.25,2047876548,0.1224,0.072,19384,102232,19385,1
14-08-2023,16825.55,2026872232,0.11995,0.0717,19471.2,115640,19474.95,3.75
11-08-2023,16860.15,2276878605,0.115225,0.0718,19501.2,99593,19501.9,0.7
10-08-2023,16939.85,2345387214,0.114,0.0716,19598,133423,19601.5,3.5
09-08-2023,17003.85,2114893521,0.1114,0.0715,19693,111410,19693.25,0.25
08-08-2023,16949.25,2399041473,0.11325,0.0715,19607,73801,19609,2
07-08-2023,16956.35,2250347796,0.111025,0.0715,19664,87313,19668,4
04-08-2023,16890.6,2629070134,0.105725,0.0715,19573,137213,19573.2,0.2
03-08-2023,16772.3,2549861704,0.11185,0.0714,19469,182824,19472,3
02-08-2023,16858.95,2424633039,0.112775,0.0714,19585.15,164328,19586,0.85
01-08-2023,17051.15,2330929365,0.102825,0.0715,19810.3,75668,19812,1.7
31-07-2023,17059,2443437779,0.104125,0.0716,19835,96633,19837,2
28-07-2023,16948.35,2068537403,0.10135,0.0716,19733.25,134756,19733.3,0.05
27-07-2023,16919.2,2480267426,0.105125,0.0714,19658.3,137340,19658.7,0.4
26-07-2023,16975,2313615545,0.104575,0.0715,19772.1,101031,19775,2.9
25-07-2023,16896.9,2288030595,0.102425,0.0715,19695,105261,19697.8,2.8
24-07-2023,16865.15,2884005031,0.116525,0.0715,19681.45,121075,19686,4.55
21-07-2023,16904.3,2357193179,0.11485,0.0716,19806.55,148418,19807.35,0.8
20-07-2023,17042.55,2161658589,0.11785,0.0716,19965.45,129058,19970,4.55
19-07-2023,16953.5,1986823416,0.116,0.0714,19869.05,99387,19870,0.95
18-07-2023,16872,1999927821,0.1171,0.0714,19773,111590,19773.8,0.8
17-07-2023,16872.05,2046140692,0.11315,0.0714,19729.5,93921,19730,0.5
14-07-2023,16765.45,1682715568,0.106825,0.0713,19623.3,123979,19624,0.7
13-07-2023,16623.9,2156371037,0.109375,0.0712,19498.35,132220,19498.8,0.45
12-07-2023,16641.05,2112460179,0.10935,0.0713,19460,86395,19462.05,2.05
11-07-2023,16648,1975167201,0.110125,0.0715,19515.6,94313,19517.3,1.7
10-07-2023,16553.75,1783766154,0.114625,0.0715,19425,90126,19425.8,0.8
07-07-2023,16564.9,2179409905,0.115325,0.0715,19386.5,154646,19392.1,5.6
06-07-2023,16695.05,2484573474,0.1184,0.0715,19534,103977,19538.65,4.65
05-07-2023,16597.2,2338449818,0.118825,0.0715,19478.1,78180,19480.4,2.3
04-07-2023,16556.05,2894619267,0.117,0.0715,19454.7,110434,19459,4.3
03-07-2023,16527.95,2214334272,0.1154,0.0717,19411,120112,19412,1
30-06-2023,16430,2166308403,0.108,0.0719,19266.2,110566,19270.8,4.6
28-06-2023,16277.2,2074196615,0.108875,0.0719,18972.05,127163,18975.55,3.5
27-06-2023,16163.5,1483210926,0.107775,0.0718,18815,112904,18815.6,0.6
26-06-2023,16066.15,1333429586,0.11395,0.0717,18717,91687,18718,1
23-06-2023,16011.8,1506669030,0.11235,0.0716,18700.15,129582,18701,0.85
22-06-2023,16140.8,1797214371,0.115475,0.0715,18835.05,138764,18836.85,1.8
21-06-2023,16240.95,1856155156,0.112925,0.0716,18895,87799,18899.95,4.95
20-06-2023,16199.95,1693230829,0.111325,0.0717,18877,119062,18878,1
19-06-2023,16142.15,1733307501,0.11225,0.0718,18840,101156,18840.4,0.4
16-06-2023,16181.45,2041483387,0.1084,0.0718,18893.05,138269,18896.3,3.25
15-06-2023,16058.25,1704333560,0.1108,0.0717,18738.75,128096,18740.05,1.3
14-06-2023,16084.05,2015539570,0.111625,0.0717,18808,72677,18809.5,1.5
13-06-2023,16048.2,1912195427,0.1111,0.0716,18775.3,77130,18775.9,0.6
12-06-2023,15929.1,1724896174,0.11245,0.0717,18690.4,77232,18691,0.6
09-06-2023,15877.4,1899276576,0.1112,0.0719,18627,112038,18630,3
08-06-2023,15921.05,2368758781,0.112575,0.0718,18720.9,127088,18722,1.1
07-06-2023,16006.7,3113275842,0.114425,0.0716,18800,98563,18800.2,0.2
06-06-2023,15878.4,1727390352,0.1138,0.0714,18682.05,101782,18683.95,1.9
05-06-2023,15859.5,1791195201,0.111375,0.0713,18701.05,72121,18702,0.95
02-06-2023,15811.2,1850573049,0.11125,0.0715,18632,120158,18633.9,1.9
01-06-2023,15760.35,1756679554,0.115975,0.0714,18570,101446,18575,5
31-05-2023,15766.4,3452749071,0.119725,0.0714,18622,131409,18626.55,4.55
30-05-2023,15799.45,1635985520,0.1201,0.0715,18720,76571,18722.4,2.4
29-05-2023,15772.35,1756015406,0.122975,0.0714,18672,110383,18674.9,2.9
26-05-2023,15696.75,1555177362,0.119,0.0714,18570.2,144445,18571.55,1.35
25-05-2023,15555.25,1791622184,0.1252,0.0715,18324.3,120043,18324.5,0.2
24-05-2023,15515.95,1759580440,0.131125,0.0716,18300.25,134373,18301.05,0.8
23-05-2023,15544.75,1488312608,0.12605,0.0717,18358.4,98625,18359,0.6
22-05-2023,15504,1699231413,0.1257,0.0718,18323.2,119807,18324.9,1.7
19-05-2023,15407.55,1395762636,0.123025,0.0719,18230,130544,18231,1
18-05-2023,15361.6,1592850492,0.12795,0.0722,18180.05,106568,18180.3,0.25
17-05-2023,15426.35,1708197616,0.13105,0.0723,18231.05,160110,18232.2,1.15
